unix_timestamp,value
1703667600,0.92
1703671200,0.23
1703674800,0.92
1703678400,1.38
1703682000,1.61
1703685600,1.84
1703689200,2.07
1703692800,2.07
1703696400,1.84
1703700000,1.84
1703703600,1.61
1703707200,1.38
1703710800,1.38
1703714400,1.38
1703718000,1.38
1703721600,0.92
1703725200,0.92
1703728800,0.92
1703732400,1.38
1703736000,1.84
1703739600,1.84
1703743200,1.61
1703746800,0.92
1703750400,1.15
1703754000,0.92
1703757600,0.23
1703761200,0.92
1703764800,1.38
1703768400,1.61
1703772000,1.84
1703775600,2.07
1703779200,2.07
1703782800,1.84
1703786400,1.84
1703790000,1.61
1703793600,1.38
1703797200,1.38
1703800800,1.38
1703804400,1.38
1703808000,0.92
1703811600,0.92
1703815200,0.92
1703818800,1.38
1703822400,1.84
1703826000,1.84
1703829600,1.61
1703833200,0.92
1703836800,1.15
1703840400,0.92
1703844000,0.23
1703847600,0.92
1703851200,1.38
1703854800,1.61
1703858400,1.84
1703862000,2.07
1703865600,2.07
1703869200,1.84
1703872800,1.84
1703876400,1.61
1703880000,1.38
1703883600,1.38
1703887200,1.38
1703890800,1.38
1703894400,0.92
1703898000,0.92
1703901600,0.92
1703905200,1.38
1703908800,1.84
1703912400,1.84
1703916000,1.61
1703919600,0.92
1703923200,1.15
1703926800,0.92
1703930400,0.23
1703934000,0.92
1703937600,1.38
1703941200,1.61
1703944800,1.84
1703948400,2.07
1703952000,2.07
1703955600,1.84
1703959200,1.84
1703962800,1.61
1703966400,1.38
1703970000,1.38
1703973600,1.38
1703977200,1.38
1703980800,0.92
1703984400,0.92
1703988000,0.92
1703991600,1.38
1703995200,1.84
1703998800,1.84
1704002400,1.61
1704006000,0.92
1704009600,1.15
1704013200,0.92
1704016800,0.23
1704020400,0.92
1704024000,1.38
1704027600,1.61
1704031200,1.84
1704034800,2.07
1704038400,2.07
1704042000,1.84
1704045600,1.84
1704049200,1.61
1704052800,1.38
1704056400,1.38
1704060000,1.38
1704063600,1.38
1704067200,0.92
1704070800,0.92
1704074400,0.92
1704078000,1.38
1704081600,1.84
1704085200,1.84
1704088800,1.61
1704092400,0.92
1704096000,1.15
1704099600,0.92
1704103200,0.23
1704106800,0.92
1704110400,1.38
1704114000,1.61
1704117600,1.84
1704121200,2.07
1704124800,2.07
1704128400,1.84
1704132000,1.84
1704135600,1.61
1704139200,1.38
1704142800,1.38
1704146400,1.38
1704150000,1.38
1704153600,0.92
1704157200,0.92
1704160800,0.92
1704164400,1.38
1704168000,1.84
1704171600,1.84
1704175200,1.61
1704178800,0.92
1704182400,1.15
1704186000,0.92
1704189600,0.23
1704193200,0.92
1704196800,1.38
1704200400,1.61
1704204000,1.84
1704207600,2.07
1704211200,2.07
1704214800,1.84
1704218400,1.84
1704222000,1.61
1704225600,1.38
1704229200,1.38
1704232800,1.38
1704236400,1.38
1704240000,0.92
1704243600,0.92
1704247200,0.92
1704250800,1.38
1704254400,1.84
1704258000,1.84
1704261600,1.61
1704265200,0.92
1704268800,1.15
1704272400,0.92
1704276000,0.23
1704279600,0.92
1704283200,1.38
1704286800,1.61
1704290400,1.84
1704294000,2.07
1704297600,2.07
1704301200,1.84
1704304800,1.84
1704308400,1.61
1704312000,1.38
1704315600,1.38
1704319200,1.38
1704322800,1.38
1704326400,0.92
1704330000,0.92
1704333600,0.92
1704337200,1.38
1704340800,1.84
1704344400,1.84
1704348000,1.61
1704351600,0.92
1704355200,1.15
1704358800,0.92
1704362400,0.23
1704366000,0.92
1704369600,1.38
1704373200,1.61
1704376800,1.84
1704380400,2.07
1704384000,2.07
1704387600,1.84
1704391200,1.84
1704394800,1.61
1704398400,1.38
1704402000,1.38
1704405600,1.38
1704409200,1.38
1704412800,0.92
1704416400,0.92
1704420000,0.92
1704423600,1.38
1704427200,1.84
1704430800,1.84
1704434400,1.61
1704438000,0.92
1704441600,1.15
1704445200,0.92
1704448800,0.23
1704452400,0.92
1704456000,1.38
1704459600,1.61
1704463200,1.84
1704466800,2.07
1704470400,2.07
1704474000,1.84
1704477600,1.84
1704481200,1.61
1704484800,1.38
1704488400,1.38
1704492000,1.38
1704495600,1.38
1704499200,0.92
1704502800,0.92
1704506400,0.92
1704510000,1.38
1704513600,1.84
1704517200,1.84
1704520800,1.61
1704524400,0.92
1704528000,1.15
1704531600,0.92
1704535200,0.23
1704538800,0.92
1704542400,1.38
1704546000,1.61
1704549600,1.84
1704553200,2.07
1704556800,2.07
1704560400,1.84
1704564000,1.84
1704567600,1.61
1704571200,1.38
1704574800,1.38
1704578400,1.38
1704582000,1.38
1704585600,0.92
1704589200,0.92
1704592800,0.92
1704596400,1.38
1704600000,1.84
1704603600,1.84
1704607200,1.61
1704610800,0.92
1704614400,1.15
1704618000,0.92
1704621600,0.23
1704625200,0.92
1704628800,1.38
1704632400,1.61
1704636000,1.84
1704639600,2.07
1704643200,2.07
1704646800,1.84
1704650400,1.84
1704654000,1.61
1704657600,1.38
1704661200,1.38
1704664800,1.38
1704668400,1.38
1704672000,0.92
1704675600,0.92
1704679200,0.92
1704682800,1.38
1704686400,1.84
1704690000,1.84
1704693600,1.61
1704697200,0.92
1704700800,1.15
1704704400,0.92
1704708000,0.23
1704711600,0.92
1704715200,1.38
1704718800,1.61
1704722400,1.84
1704726000,2.07
1704729600,2.07
1704733200,1.84
1704736800,1.84
1704740400,1.61
1704744000,1.38
1704747600,1.38
1704751200,1.38
1704754800,1.38
1704758400,0.92
1704762000,0.92
1704765600,0.92
1704769200,1.38
1704772800,1.84
1704776400,1.84
1704780000,1.61
1704783600,0.92
1704787200,1.15
1704790800,0.92
1704794400,0.23
1704798000,0.92
1704801600,1.38
1704805200,1.61
1704808800,1.84
1704812400,2.07
1704816000,2.07
1704819600,1.84
1704823200,1.84
1704826800,1.61
1704830400,1.38
1704834000,1.38
1704837600,1.38
1704841200,1.38
1704844800,0.92
1704848400,0.92
1704852000,0.92
1704855600,1.38
1704859200,1.84
1704862800,1.84
1704866400,1.61
1704870000,0.92
1704873600,1.15
1704877200,0.92
1704880800,0.23
1704884400,0.92
1704888000,1.38
1704891600,1.61
1704895200,1.84
1704898800,2.07
1704902400,2.07
1704906000,1.84
1704909600,1.84
1704913200,1.61
1704916800,1.38
1704920400,1.38
1704924000,1.38
1704927600,1.38
1704931200,0.92
1704934800,0.92
1704938400,0.92
1704942000,1.38
1704945600,1.84
1704949200,1.84
1704952800,1.61
1704956400,0.92
1704960000,1.15
1704963600,0.92
1704967200,0.23
1704970800,0.92
1704974400,1.38
1704978000,1.61
1704981600,1.84
1704985200,2.07
1704988800,2.07
1704992400,1.84
1704996000,1.84
1704999600,1.61
1705003200,1.38
1705006800,1.38
1705010400,1.38
1705014000,1.38
1705017600,0.92
1705021200,0.92
1705024800,0.92
1705028400,1.38
1705032000,1.84
1705035600,1.84
1705039200,1.61
1705042800,0.92
1705046400,1.15
1705050000,0.92
1705053600,0.23
1705057200,0.92
1705060800,1.38
1705064400,1.61
1705068000,1.84
1705071600,2.07
1705075200,2.07
1705078800,1.84
1705082400,1.84
1705086000,1.61
1705089600,1.38
1705093200,1.38
1705096800,1.38
1705100400,1.38
1705104000,0.92
1705107600,0.92
1705111200,0.92
1705114800,1.38
1705118400,1.84
1705122000,1.84
1705125600,1.61
1705129200,0.92
1705132800,1.15
1705136400,0.92
1705140000,0.23
1705143600,0.92
1705147200,1.38
1705150800,1.61
1705154400,1.84
1705158000,2.07
1705161600,2.07
1705165200,1.84
1705168800,1.84
1705172400,1.61
1705176000,1.38
1705179600,1.38
1705183200,1.38
1705186800,1.38
1705190400,0.92
1705194000,0.92
1705197600,0.92
1705201200,1.38
1705204800,1.84
1705208400,1.84
1705212000,1.61
1705215600,0.92
1705219200,1.15
1705222800,0.92
1705226400,0.23
1705230000,0.92
1705233600,1.38
1705237200,1.61
1705240800,1.84
1705244400,2.07
1705248000,2.07
1705251600,1.84
1705255200,1.84
1705258800,1.61
1705262400,1.38
1705266000,1.38
1705269600,1.38
1705273200,1.38
1705276800,0.92
1705280400,0.92
1705284000,0.92
1705287600,1.38
1705291200,1.84
1705294800,1.84
1705298400,1.61
1705302000,0.92
1705305600,1.15
1705309200,0.92
1705312800,0.23
1705316400,0.92
1705320000,1.38
1705323600,1.61
1705327200,1.84
1705330800,2.07
1705334400,2.07
1705338000,1.84
1705341600,1.84
1705345200,1.61
1705348800,1.38
1705352400,1.38
1705356000,1.38
1705359600,1.38
1705363200,0.92
1705366800,0.92
1705370400,0.92
1705374000,1.38
1705377600,1.84
1705381200,1.84
1705384800,1.61
1705388400,0.92
1705392000,1.15
1705395600,0.92
1705399200,0.23
1705402800,0.92
1705406400,1.38
1705410000,1.61
1705413600,1.84
1705417200,2.07
1705420800,2.07
1705424400,1.84
1705428000,1.84
1705431600,1.61
1705435200,1.38
1705438800,1.38
1705442400,1.38
1705446000,1.38
1705449600,0.92
1705453200,0.92
1705456800,0.92
1705460400,1.38
1705464000,1.84
1705467600,1.84
1705471200,1.61
1705474800,0.92
1705478400,1.15
1705482000,0.92
1705485600,0.23
1705489200,0.92
1705492800,1.38
1705496400,1.61
1705500000,1.84
1705503600,2.07
1705507200,2.07
1705510800,1.84
1705514400,1.84
1705518000,1.61
1705521600,1.38
1705525200,1.38
1705528800,1.38
1705532400,1.38
1705536000,0.92
1705539600,0.92
1705543200,0.92
1705546800,1.38
1705550400,1.84
1705554000,1.84
1705557600,1.61
1705561200,0.92
1705564800,1.15
1705568400,0.92
1705572000,0.23
1705575600,0.92
1705579200,1.38
1705582800,1.61
1705586400,1.84
1705590000,2.07
1705593600,2.07
1705597200,1.84
1705600800,1.84
1705604400,1.61
1705608000,1.38
1705611600,1.38
1705615200,1.38
1705618800,1.38
1705622400,0.92
1705626000,0.92
1705629600,0.92
1705633200,1.38
1705636800,1.84
1705640400,1.84
1705644000,1.61
1705647600,0.92
1705651200,1.15
1705654800,0.92
1705658400,0.23
1705662000,0.92
1705665600,1.38
1705669200,1.61
1705672800,1.84
1705676400,2.07
1705680000,2.07
1705683600,1.84
1705687200,1.84
1705690800,1.61
1705694400,1.38
1705698000,1.38
1705701600,1.38
1705705200,1.38
1705708800,0.92
1705712400,0.92
1705716000,0.92
1705719600,1.38
1705723200,1.84
1705726800,1.84
1705730400,1.61
1705734000,0.92
1705737600,1.15
1705741200,0.92
1705744800,0.23
1705748400,0.92
1705752000,1.38
1705755600,1.61
1705759200,1.84
1705762800,2.07
1705766400,2.07
1705770000,1.84
1705773600,1.84
1705777200,1.61
1705780800,1.38
1705784400,1.38
1705788000,1.38
1705791600,1.38
1705795200,0.92
1705798800,0.92
1705802400,0.92
1705806000,1.38
1705809600,1.84
1705813200,1.84
1705816800,1.61
1705820400,0.92
1705824000,1.15
1705827600,0.92
1705831200,0.23
1705834800,0.92
1705838400,1.38
1705842000,1.61
1705845600,1.84
1705849200,2.07
1705852800,2.07
1705856400,1.84
1705860000,1.84
1705863600,1.61
1705867200,1.38
1705870800,1.38
1705874400,1.38
1705878000,1.38
1705881600,0.92
1705885200,0.92
1705888800,0.92
1705892400,1.38
1705896000,1.84
1705899600,1.84
1705903200,1.61
1705906800,0.92
1705910400,1.15
1705914000,0.92
1705917600,0.23
1705921200,0.92
1705924800,1.38
1705928400,1.61
1705932000,1.84
1705935600,2.07
1705939200,2.07
1705942800,1.84
1705946400,1.84
1705950000,1.61
1705953600,1.38
1705957200,1.38
1705960800,1.38
1705964400,1.38
1705968000,0.92
1705971600,0.92
1705975200,0.92
1705978800,1.38
1705982400,1.84
1705986000,1.84
1705989600,1.61
1705993200,0.92
1705996800,1.15
1706000400,0.92
1706004000,0.23
1706007600,0.92
1706011200,1.38
1706014800,1.61
1706018400,1.84
1706022000,2.07
1706025600,2.07
1706029200,1.84
1706032800,1.84
1706036400,1.61
1706040000,1.38
1706043600,1.38
1706047200,1.38
1706050800,1.38
1706054400,0.92
1706058000,0.92
1706061600,0.92
1706065200,1.38
1706068800,1.84
1706072400,1.84
1706076000,1.61
1706079600,0.92
1706083200,1.15
1706086800,0.92
1706090400,0.23
1706094000,0.92
1706097600,1.38
1706101200,1.61
1706104800,1.84
1706108400,2.07
1706112000,2.07
1706115600,1.84
1706119200,1.84
1706122800,1.61
1706126400,1.38
1706130000,1.38
1706133600,1.38
1706137200,1.38
1706140800,0.92
1706144400,0.92
1706148000,0.92
1706151600,1.38
1706155200,1.84
1706158800,1.84
1706162400,1.61
1706166000,0.92
1706169600,1.15
1706173200,0.92
1706176800,0.23
1706180400,0.92
1706184000,1.38
1706187600,1.61
1706191200,1.84
1706194800,2.07
1706198400,2.07
1706202000,1.84
1706205600,1.84
1706209200,1.61
1706212800,1.38
1706216400,1.38
1706220000,1.38
1706223600,1.38
1706227200,0.92
1706230800,0.92
1706234400,0.92
1706238000,1.38
1706241600,1.84
1706245200,1.84
1706248800,1.61
1706252400,0.92
1706256000,1.15
1706259600,0.92
1706263200,0.23
1706266800,0.92
1706270400,1.38
1706274000,1.61
1706277600,1.84
1706281200,2.07
1706284800,2.07
1706288400,1.84
1706292000,1.84
1706295600,1.61
1706299200,1.38
1706302800,1.38
1706306400,1.38
1706310000,1.38
1706313600,0.92
1706317200,0.92
1706320800,0.92
1706324400,1.38
1706328000,1.84
1706331600,1.84
1706335200,1.61
1706338800,0.92
1706342400,1.15
1706346000,0.92
1706349600,0.23
1706353200,0.92
1706356800,1.38
1706360400,1.61
1706364000,1.84
1706367600,2.07
1706371200,2.07
1706374800,1.84
1706378400,1.84
1706382000,1.61
1706385600,1.38
1706389200,1.38
1706392800,1.38
1706396400,1.38
1706400000,0.92
1706403600,0.92
1706407200,0.92
1706410800,1.38
1706414400,1.84
1706418000,1.84
1706421600,1.61
1706425200,0.92
1706428800,1.15
1706432400,0.92
1706436000,0.23
1706439600,0.92
1706443200,1.38
1706446800,1.61
1706450400,1.84
1706454000,2.07
1706457600,2.07
1706461200,1.84
1706464800,1.84
1706468400,1.61
1706472000,1.38
1706475600,1.38
1706479200,1.38
1706482800,1.38
1706486400,0.92
1706490000,0.92
1706493600,0.92
1706497200,1.38
1706500800,1.84
1706504400,1.84
1706508000,1.61
1706511600,0.92
1706515200,1.15
1706518800,0.92
1706522400,0.23
1706526000,0.92
1706529600,1.38
1706533200,1.61
1706536800,1.84
1706540400,2.07
1706544000,2.07
1706547600,1.84
1706551200,1.84
1706554800,1.61
1706558400,1.38
1706562000,1.38
1706565600,1.38
1706569200,1.38
1706572800,0.92
1706576400,0.92
1706580000,0.92
1706583600,1.38
1706587200,1.84
1706590800,1.84
1706594400,1.61
1706598000,0.92
1706601600,1.15
1706605200,0.92
1706608800,0.23
1706612400,0.92
1706616000,1.38
1706619600,1.61
1706623200,1.84
1706626800,2.07
1706630400,2.07
1706634000,1.84
1706637600,1.84
1706641200,1.61
1706644800,1.38
1706648400,1.38
1706652000,1.38
1706655600,1.38
1706659200,0.92
1706662800,0.92
1706666400,0.92
1706670000,1.38
1706673600,1.84
1706677200,1.84
1706680800,1.61
1706684400,0.92
1706688000,1.15
1706691600,0.92
1706695200,0.23
1706698800,0.92
1706702400,1.38
1706706000,1.61
1706709600,1.84
1706713200,2.07
1706716800,2.07
1706720400,1.84
1706724000,1.84
1706727600,1.61
1706731200,1.38
1706734800,1.38
1706738400,1.38
1706742000,1.38
1706745600,0.92
1706749200,0.92
1706752800,0.92
1706756400,1.38
1706760000,1.84
1706763600,1.84
1706767200,1.61
1706770800,0.92
1706774400,1.15
1706778000,0.92
1706781600,0.23
1706785200,0.92
1706788800,1.38
1706792400,1.61
1706796000,1.84
1706799600,2.07
1706803200,2.07
1706806800,1.84
1706810400,1.84
1706814000,1.61
1706817600,1.38
1706821200,1.38
1706824800,1.38
1706828400,1.38
1706832000,0.92
1706835600,0.92
1706839200,0.92
1706842800,1.38
1706846400,1.84
1706850000,1.84
1706853600,1.61
1706857200,0.92
1706860800,1.15
1706864400,0.92
1706868000,0.23
1706871600,0.92
1706875200,1.38
1706878800,1.61
1706882400,1.84
1706886000,2.07
1706889600,2.07
1706893200,1.84
1706896800,1.84
1706900400,1.61
1706904000,1.38
1706907600,1.38
1706911200,1.38
1706914800,1.38
1706918400,0.92
1706922000,0.92
1706925600,0.92
1706929200,1.38
1706932800,1.84
1706936400,1.84
1706940000,1.61
1706943600,0.92
1706947200,1.15
1706950800,0.92
1706954400,0.23
1706958000,0.92
1706961600,1.38
1706965200,1.61
1706968800,1.84
1706972400,2.07
1706976000,2.07
1706979600,1.84
1706983200,1.84
1706986800,1.61
1706990400,1.38
1706994000,1.38
1706997600,1.38
1707001200,1.38
1707004800,0.92
1707008400,0.92
1707012000,0.92
1707015600,1.38
1707019200,1.84
1707022800,1.84
1707026400,1.61
1707030000,0.92
1707033600,1.15
1707037200,0.92
1707040800,0.23
1707044400,0.92
1707048000,1.38
1707051600,1.61
1707055200,1.84
1707058800,2.07
1707062400,2.07
1707066000,1.84
1707069600,1.84
1707073200,1.61
1707076800,1.38
1707080400,1.38
1707084000,1.38
1707087600,1.38
1707091200,0.92
1707094800,0.92
1707098400,0.92
1707102000,1.38
1707105600,1.84
1707109200,1.84
1707112800,1.61
1707116400,0.92
1707120000,1.15
1707123600,0.92
1707127200,0.23
1707130800,0.92
1707134400,1.38
1707138000,1.61
1707141600,1.84
1707145200,2.07
1707148800,2.07
1707152400,1.84
1707156000,1.84
1707159600,1.61
1707163200,1.38
1707166800,1.38
1707170400,1.38
1707174000,1.38
1707177600,0.92
1707181200,0.92
1707184800,0.92
1707188400,1.38
1707192000,1.84
1707195600,1.84
1707199200,1.61
1707202800,0.92
1707206400,1.15
1707210000,0.92
1707213600,0.23
1707217200,0.92
1707220800,1.38
1707224400,1.61
1707228000,1.84
1707231600,2.07
1707235200,2.07
1707238800,1.84
1707242400,1.84
1707246000,1.61
1707249600,1.38
1707253200,1.38
1707256800,1.38
1707260400,1.38
1707264000,0.92
1707267600,0.92
1707271200,0.92
1707274800,1.38
1707278400,1.84
1707282000,1.84
1707285600,1.61
1707289200,0.92
1707292800,1.15
1707296400,0.92
1707300000,0.23
1707303600,0.92
1707307200,1.38
1707310800,1.61
1707314400,1.84
1707318000,2.07
1707321600,2.07
1707325200,1.84
1707328800,1.84
1707332400,1.61
1707336000,1.38
1707339600,1.38
1707343200,1.38
1707346800,1.38
1707350400,0.92
1707354000,0.92
1707357600,0.92
1707361200,1.38
1707364800,1.84
1707368400,1.84
1707372000,1.61
1707375600,0.92
1707379200,1.15
1707382800,0.92
1707386400,0.23
1707390000,0.92
1707393600,1.38
1707397200,1.61
1707400800,1.84
1707404400,2.07
1707408000,2.07
1707411600,1.84
1707415200,1.84
1707418800,1.61
1707422400,1.38
1707426000,1.38
1707429600,1.38
1707433200,1.38
1707436800,0.92
1707440400,0.92
1707444000,0.92
1707447600,1.38
1707451200,1.84
1707454800,1.84
1707458400,1.61
1707462000,0.92
1707465600,1.15
1707469200,0.92
1707472800,0.23
1707476400,0.92
1707480000,1.38
1707483600,1.61
1707487200,1.84
1707490800,2.07
1707494400,2.07
1707498000,1.84
1707501600,1.84
1707505200,1.61
1707508800,1.38
1707512400,1.38
1707516000,1.38
1707519600,1.38
1707523200,0.92
1707526800,0.92
1707530400,0.92
1707534000,1.38
1707537600,1.84
1707541200,1.84
1707544800,1.61
1707548400,0.92
1707552000,1.15
1707555600,0.92
1707559200,0.23
1707562800,0.92
1707566400,1.38
1707570000,1.61
1707573600,1.84
1707577200,2.07
1707580800,2.07
1707584400,1.84
1707588000,1.84
1707591600,1.61
1707595200,1.38
1707598800,1.38
1707602400,1.38
1707606000,1.38
1707609600,0.92
1707613200,0.92
1707616800,0.92
1707620400,1.38
1707624000,1.84
1707627600,1.84
1707631200,1.61
1707634800,0.92
1707638400,1.15
1707642000,0.92
1707645600,0.23
1707649200,0.92
1707652800,1.38
1707656400,1.61
1707660000,1.84
1707663600,2.07
1707667200,2.07
1707670800,1.84
1707674400,1.84
1707678000,1.61
1707681600,1.38
1707685200,1.38
1707688800,1.38
1707692400,1.38
1707696000,0.92
1707699600,0.92
1707703200,0.92
1707706800,1.38
1707710400,1.84
1707714000,1.84
1707717600,1.61
1707721200,0.92
1707724800,1.15
1707728400,0.92
1707732000,0.23
1707735600,0.92
1707739200,1.38
1707742800,1.61
1707746400,1.84
1707750000,2.07
1707753600,2.07
1707757200,1.84
1707760800,1.84
1707764400,1.61
1707768000,1.38
1707771600,1.38
1707775200,1.38
1707778800,1.38
1707782400,0.92
1707786000,0.92
1707789600,0.92
1707793200,1.38
1707796800,1.84
1707800400,1.84
1707804000,1.61
1707807600,0.92
1707811200,1.15
1707814800,0.92
1707818400,0.23
1707822000,0.92
1707825600,1.38
1707829200,1.61
1707832800,1.84
1707836400,2.07
1707840000,2.07
1707843600,1.84
1707847200,1.84
1707850800,1.61
1707854400,1.38
1707858000,1.38
1707861600,1.38
1707865200,1.38
1707868800,0.92
1707872400,0.92
1707876000,0.92
1707879600,1.38
1707883200,1.84
1707886800,1.84
1707890400,1.61
1707894000,0.92
1707897600,1.15
1707901200,0.92
1707904800,0.23
1707908400,0.92
1707912000,1.38
1707915600,1.61
1707919200,1.84
1707922800,2.07
1707926400,2.07
1707930000,1.84
1707933600,1.84
1707937200,1.61
1707940800,1.38
1707944400,1.38
1707948000,1.38
1707951600,1.38
1707955200,0.92
1707958800,0.92
1707962400,0.92
1707966000,1.38
1707969600,1.84
1707973200,1.84
1707976800,1.61
1707980400,0.92
1707984000,1.15
1707987600,0.92
1707991200,0.23
1707994800,0.92
1707998400,1.38
1708002000,1.61
1708005600,1.84
1708009200,2.07
1708012800,2.07
1708016400,1.84
1708020000,1.84
1708023600,1.61
1708027200,1.38
1708030800,1.38
1708034400,1.38
1708038000,1.38
1708041600,0.92
1708045200,0.92
1708048800,0.92
1708052400,1.38
1708056000,1.84
1708059600,1.84
1708063200,1.61
1708066800,0.92
1708070400,1.15
1708074000,0.92
1708077600,0.23
1708081200,0.92
1708084800,1.38
1708088400,1.61
1708092000,1.84
1708095600,2.07
1708099200,2.07
1708102800,1.84
1708106400,1.84
1708110000,1.61
1708113600,1.38
1708117200,1.38
1708120800,1.38
1708124400,1.38
1708128000,0.92
1708131600,0.92
1708135200,0.92
1708138800,1.38
1708142400,1.84
1708146000,1.84
1708149600,1.61
1708153200,0.92
1708156800,1.15
1708160400,0.92
1708164000,0.23
1708167600,0.92
1708171200,1.38
1708174800,1.61
1708178400,1.84
1708182000,2.07
1708185600,2.07
1708189200,1.84
1708192800,1.84
1708196400,1.61
1708200000,1.38
1708203600,1.38
1708207200,1.38
1708210800,1.38
1708214400,0.92
1708218000,0.92
1708221600,0.92
1708225200,1.38
1708228800,1.84
1708232400,1.84
1708236000,1.61
1708239600,0.92
1708243200,1.15
1708246800,0.92
1708250400,0.23
1708254000,0.92
1708257600,1.38
1708261200,1.61
1708264800,1.84
1708268400,2.07
1708272000,2.07
1708275600,1.84
1708279200,1.84
1708282800,1.61
1708286400,1.38
1708290000,1.38
1708293600,1.38
1708297200,1.38
1708300800,0.92
1708304400,0.92
1708308000,0.92
1708311600,1.38
1708315200,1.84
1708318800,1.84
1708322400,1.61
1708326000,0.92
1708329600,1.15
1708333200,0.92
1708336800,0.23
1708340400,0.92
1708344000,1.38
1708347600,1.61
1708351200,1.84
1708354800,2.07
1708358400,2.07
1708362000,1.84
1708365600,1.84
1708369200,1.61
1708372800,1.38
1708376400,1.38
1708380000,1.38
1708383600,1.38
1708387200,0.92
1708390800,0.92
1708394400,0.92
1708398000,1.38
1708401600,1.84
1708405200,1.84
1708408800,1.61
1708412400,0.92
1708416000,1.15
1708419600,0.92
1708423200,0.23
1708426800,0.92
1708430400,1.38
1708434000,1.61
1708437600,1.84
1708441200,2.07
1708444800,2.07
1708448400,1.84
1708452000,1.84
1708455600,1.61
1708459200,1.38
1708462800,1.38
1708466400,1.38
1708470000,1.38
1708473600,0.92
1708477200,0.92
1708480800,0.92
1708484400,1.38
1708488000,1.84
1708491600,1.84
1708495200,1.61
1708498800,0.92
1708502400,1.15
1708506000,0.92
1708509600,0.23
1708513200,0.92
1708516800,1.38
1708520400,1.61
1708524000,1.84
1708527600,2.07
1708531200,2.07
1708534800,1.84
1708538400,1.84
1708542000,1.61
1708545600,1.38
1708549200,1.38
1708552800,1.38
1708556400,1.38
1708560000,0.92
1708563600,0.92
1708567200,0.92
1708570800,1.38
1708574400,1.84
1708578000,1.84
1708581600,1.61
1708585200,0.92
1708588800,1.15
1708592400,0.92
1708596000,0.23
1708599600,0.92
1708603200,1.38
1708606800,1.61
1708610400,1.84
1708614000,2.07
1708617600,2.07
1708621200,1.84
1708624800,1.84
1708628400,1.61
1708632000,1.38
1708635600,1.38
1708639200,1.38
1708642800,1.38
1708646400,0.92
1708650000,0.92
1708653600,0.92
1708657200,1.38
1708660800,1.84
1708664400,1.84
1708668000,1.61
1708671600,0.92
1708675200,1.15
1708678800,0.92
1708682400,0.23
1708686000,0.92
1708689600,1.38
1708693200,1.61
1708696800,1.84
1708700400,2.07
1708704000,2.07
1708707600,1.84
1708711200,1.84
1708714800,1.61
1708718400,1.38
1708722000,1.38
1708725600,1.38
1708729200,1.38
1708732800,0.92
1708736400,0.92
1708740000,0.92
1708743600,1.38
1708747200,1.84
1708750800,1.84
1708754400,1.61
1708758000,0.92
1708761600,1.15
1708765200,0.92
1708768800,0.23
1708772400,0.92
1708776000,1.38
1708779600,1.61
1708783200,1.84
1708786800,2.07
